Start Time,End Time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,sd1,sd2,ratio_sd2_sd1
0,3,854.3095238,29.32452319,19.13806817,3,1.428571429,49,23.33333333,19.13812798,852.5,170,0.022401867,0.034325408,70.31264211,76.92307692,63.15789474,2.354140442,254.1037012,45.46039101,5.589562597,84.82448591,15.17551409,498.2916317,198.7275395,13.5651492,39.18982071,2.889007715
0.25,3.25,848.254717,23.63869481,16.90183215,1,0.471698113,39,18.39622642,16.90508771,850,150,0.019929259,0.027867449,70.78781195,76.92307692,64.51612903,1.957007916,156.5346968,47.4172846,3.301215962,76.75076051,23.24923949,281.8733198,77.92133838,11.97982205,31.20992868,2.605208037
0.5,3.5,848.1455399,23.28479221,17.74989408,3,1.408450704,36,16.90140845,17.75089687,850,150,0.020929069,0.02745377,70.79504722,76.43312102,64.17112299,1.91805218,76.43822613,43.84432859,1.74340054,63.54888812,36.45111188,174.8352646,54.55270988,12.58077718,30.43167991,2.418903019
0.75,3.75,839.5560748,30.10021034,17.64824265,3,1.401869159,35,16.35514019,17.65275384,845,200,0.021026295,0.035852531,71.56185528,81.63265306,64.17112299,2.676795316,182.3462086,60.8825104,2.995050753,74.96902888,25.03097112,301.1075143,57.8787953,12.50858948,40.68882542,3.252870795
1,4,833.3333333,32.77122958,17.4869804,3,1.388888889,36,16.66666667,17.48753709,840,200,0.020985045,0.039325475,72.11469264,81.63265306,64.17112299,2.92924223,281.7212975,63.98781953,4.4027332,81.49084985,18.50915015,459.3869774,113.6778604,12.39401932,44.65753309,3.603151806
1.25,4.25,831.25,32.9772649,17.45091238,3,1.388888889,35,16.2037037,17.45092788,835,200,0.020993597,0.039671898,72.29680539,81.63265306,64.17112299,2.945679935,300.0470676,57.24968667,5.241025498,83.97699224,16.02300776,554.4690775,197.1723232,12.36845586,44.96689115,3.635610756
1.5,4.5,830.2083333,33.00215814,17.28352943,3,1.388888889,32,14.81481481,17.28354507,835,200,0.020818323,0.039751658,72.38760024,81.63265306,64.17112299,2.945638948,328.371774,54.06685379,6.073439658,85.86260648,14.13739352,569.8531838,187.414556,12.24982202,45.03583844,3.67644839
1.75,4.75,830.8564815,33.0550317,17.13803597,3,1.388888889,30,13.88888889,17.13828843,835,200,0.020627255,0.039784286,72.33159744,81.63265306,64.17112299,2.952636846,389.699037,55.5217891,7.018848695,87.52938186,12.47061814,625.8676322,180.6468062,12.14670252,45.14119913,3.716333635
2,5,821.4431818,41.53520175,17.32749289,3,1.363636364,31,14.09090909,17.3282299,830,225,0.021094861,0.050563694,73.23633219,84.50704225,64.17112299,3.857564478,391.6568703,56.02001913,6.991373378,87.48650635,12.51349365,613.3918404,165.714951,12.28045738,57.44159064,4.677479745
2.25,5.25,821.6552511,41.71748941,17.3413598,3,1.369863014,32,14.61187215,17.34149631,830,225,0.021105563,0.050772498,73.21911778,84.50704225,64.17112299,3.874059455,426.2050683,51.97424158,8.200313373,89.13080501,10.86919499,765.7358803,287.5565705,12.29041454,57.70306367,4.694964803
2.5,5.5,821.3127854,41.38062681,17.17865315,3,1.369863014,31,14.15525114,17.17871439,830,225,0.020916166,0.050383517,73.24676386,84.50704225,64.17112299,3.848041431,516.7087661,51.49108923,10.03491621,90.93785598,9.062144024,1096.259936,528.0600808,12.17509877,57.24054088,4.701443657
2.75,5.75,820.1477273,40.56627097,16.88421046,3,1.363636364,28,12.72727273,16.88445744,830,225,0.020587093,0.049462151,73.34364459,84.50704225,64.17112299,3.779858335,487.6734199,49.02588412,9.947264159,90.86529762,9.134702383,1085.155582,548.4562777,11.96629127,56.1075089,4.688796857
3,6,818.625,40.01170812,16.65960132,3,1.363636364,27,12.27272727,16.65985163,830,225,0.020351017,0.048876724,73.4750888,84.50704225,64.17112299,3.730233508,494.9034204,53.18244781,9.305766109,90.29669421,9.703305794,1100.806607,552.7207391,11.80710477,55.3395505,4.686970394
3.25,6.25,816.2330317,39.63670777,15.94208632,2,0.904977376,26,11.76470588,15.95570484,825,225,0.019547977,0.048560529,73.6869316,84.50704225,64.17112299,3.693868738,401.745874,33.30733623,12.06178336,92.34407759,7.655922414,971.0098354,535.9566252,11.29846492,54.90429761,4.859447545
3.5,6.5,808.7274775,39.27289407,14.04241194,0,0,20,9.009009009,14.0512304,820,165,0.017374494,0.048561345,74.37187045,84.50704225,68.57142857,3.74578081,293.0832441,31.37786217,9.340446538,90.32923775,9.670762248,719.2512372,394.7901309,9.952026132,54.64135424,5.490475358
3.75,6.75,804.453125,43.33512652,13.89092001,0,0,19,8.482142857,13.89157143,815,180,0.017268342,0.053869051,74.80970421,86.33093525,68.57142857,4.189795673,303.4126841,32.30943232,9.390839217,90.37613826,9.623861741,735.1963207,399.4742043,9.844461318,60.48927974,6.144498697
4,7,796.2278761,54.76436718,16.93607945,1,0.442477876,23,10.17699115,16.94447495,815,325,0.021280937,0.068779766,75.74763276,109.0909091,68.57142857,5.764294256,278.354832,29.21954982,9.52632172,90.50000535,9.499994648,772.1683724,464.5939906,12.00231814,76.5128498,6.374839334
4.25,7.25,792.1381579,57.3411986,17.22816782,1,0.438596491,26,11.40350877,17.2281819,810,330,0.021748961,0.072387876,76.17502052,109.0909091,68.18181818,6.008570783,229.4662107,28.68219576,8.000301394,88.88926097,11.11073903,749.4750705,491.3266641,12.20907621,80.16835144,6.566291344
4.5,7.5,788.8755459,56.05670567,17.17434956,1,0.436681223,25,10.91703057,17.17440556,800,330,0.021770741,0.071058998,76.47204448,109.0909091,68.18181818,5.891692271,395.3479524,92.47193419,4.275329113,81.04383672,18.95616328,1179.091297,691.2714108,12.17081876,78.33632408,6.436405441
4.75,7.75,787.4563319,55.35529695,16.94669608,1,0.436681223,26,11.35371179,16.94947692,795,330,0.021524339,0.070296339,76.60020082,109.0909091,68.18181818,5.828522964,504.7772275,88.2605818,5.7191695,85.11720831,14.88279169,1196.300457,603.2626479,12.00948926,77.35754629,6.441368539
5,8,795.1548673,54.79131326,16.90718307,1,0.442477876,26,11.50442478,16.90724149,810,330,0.021262828,0.068906468,75.85110288,109.0909091,68.18181818,5.780127189,418.4297907,72.76672506,5.750290264,85.18582223,14.81417777,982.8559236,491.6594079,11.98183976,76.55463103,6.389221734
5.25,8.25,793.1718062,53.88928842,17.13373373,1,0.440528634,29,12.7753304,17.13653311,805,330,0.021605071,0.067941508,76.02862047,109.0909091,68.18181818,5.697737286,431.1691713,65.96210692,6.536619151,86.73145107,13.26854893,1004.669947,507.5386683,12.14227252,75.23746427,6.196324792
5.5,8.5,787.4561404,53.69929077,20.70611175,2,0.877192982,35,15.35087719,20.70621719,795,330,0.026295074,0.068193374,76.58267296,109.0909091,68.18181818,5.749876651,450.6624441,78.46085983,5.743786711,85.17153577,14.82846423,1065.26412,536.1408164,14.67378883,74.51112386,5.077838093
5.75,8.75,788.9035088,55.27391363,21.0614392,2,0.877192982,39,17.10526316,21.06217633,795,330,0.026698039,0.070064226,76.46158249,109.0909091,68.18181818,5.867521961,582.2108612,164.3916207,3.541609109,77.98137233,22.01862767,1414.530427,667.9279451,14.92559853,76.73094269,5.140895523
6,9,790.7236842,56.70315975,21.31915163,2,0.877192982,41,17.98245614,21.31943609,795,330,0.026961929,0.071710461,76.30431805,109.0909091,68.18181818,5.983254733,601.108246,145.8146608,4.122412951,80.47795034,19.52204966,1524.581688,777.6587817,15.10823146,78.75428873,5.212674225
6.25,9.25,793.4513274,58.72776146,21.57229591,2,0.884955752,44,19.46902655,21.57423017,805,330,0.027190364,0.074015582,76.06975709,109.0909091,68.18181818,6.15501445,571.46102,129.4666904,4.413961755,81.52923783,18.47076217,1444.930364,744.0026535,15.28792773,81.6344241,5.339796575
6.5,9.5,800.1777778,59.35097885,21.84530115,2,0.888888889,46,20.44444444,21.85081997,820,330,0.027307457,0.074172241,75.44001951,109.0909091,68.18181818,6.22087272,531.2255381,135.140941,3.930900097,79.71972702,20.28027298,1465.245199,798.8787196,15.48155628,82.49484103,5.328588389
6.75,9.75,809.7072072,56.46092415,22.15591688,2,0.900900901,50,22.52252252,22.16256951,830,330,0.027371091,0.06973005,74.51258442,109.0909091,68.18181818,5.968609705,530.5963495,149.3467643,3.55278102,78.03540307,21.96459693,1436.63953,756.6964161,15.70216461,78.28865779,4.985851298
7,10,821.9634703,41.64954615,20.40020827,1,0.456621005,48,21.91780822,20.40960528,830,255,0.024830307,0.050670799,73.20141964,96,68.18181818,4.081775343,370.4046322,121.8754895,3.039205288,75.24265471,24.75734529,901.0540958,408.7739741,14.45832502,57.09926642,3.949231074
7.25,10.25,827.1198157,33.54657075,20.13053254,1,0.460829493,46,21.19815668,20.13074548,835,255,0.024338367,0.040558297,72.67134275,96,68.18181818,3.243597375,241.2722516,102.1910195,2.360992706,70.24688574,29.75311426,700.9140291,357.450758,14.267501,45.24580901,3.171249752
7.5,10.5,830.5092593,31.20074068,20.00968758,1,0.462962963,45,20.83333333,20.00968758,835,255,0.024093275,0.037568203,72.35800674,96,68.18181818,3.039758593,202.0873808,86.97240478,2.323580465,69.91196662,30.08803338,620.1627321,331.1029465,14.18200562,41.78328798,2.946218545
7.75,10.75,831.4814815,30.1724872,19.82850577,1,0.462962963,42,19.44444444,19.82872398,835,255,0.023847463,0.036287624,72.26660236,96,68.18181818,2.954968952,183.5887573,91.27423507,2.011397381,66.79282494,33.20717506,621.0052272,346.1422348,14.05359176,40.28963298,2.86685665
8,11,831.7592593,30.06481657,19.81404447,1,0.462962963,42,19.44444444,19.81405812,835,255,0.023821867,0.036146056,72.24182771,96,68.18181818,2.947558206,178.8488672,112.9329737,1.583672699,61.2954071,38.7045929,577.4206533,285.6388125,14.04334221,40.1319191,2.857718519
8.25,11.25,834.0972222,28.72520277,17.03530306,0,0,39,18.05555556,17.06462863,835,255,0.0204588,0.034438675,72.03088448,96,68.18181818,2.837974923,79.50808827,48.61567432,1.635441437,62.05569261,37.94430739,245.9511765,117.8274139,12.07388985,38.78782968,3.212537977
8.5,11.5,840.3023256,16.11949375,15.94014552,0,0,35,16.27906977,15.94016264,840,75,0.018969557,0.019182969,71.4289968,74.53416149,68.18181818,1.365375591,59.29604093,46.12517221,1.285546223,56.24678294,43.75321706,134.9786867,29.55747356,11.29781266,19.79988855,1.752541766
8.75,11.75,838.744186,15.37094757,15.72603482,0,0,34,15.81395349,15.72619102,840,75,0.018749687,0.018326145,71.55939918,74.53416149,68.18181818,1.30647341,58.35839436,45.8139935,1.273811556,56.02098172,43.97901828,137.1978435,33.02545558,11.14605855,18.66272856,1.674379197
9,12,838.8084112,15.55259815,15.66158763,0,0,34,15.88785047,15.66222093,840,75,0.018671988,0.0185413,71.55447527,74.53416149,68.18181818,1.321246145,52.83674113,44.52802762,1.186595139,54.26679671,45.73320329,126.8560442,29.49127549,11.10050299,18.98803444,1.71055622
9.25,12.25,840.6046512,16.50140115,15.54284564,0,0,32,14.88372093,15.54312662,840,80,0.018490412,0.019630395,71.40451438,74.53416149,67.79661017,1.395450961,48.30994417,45.96449077,1.051027508,51.24394986,48.75605014,115.4328049,21.15837,11.01622052,20.57268493,1.867490296
9.5,12.5,841.8457944,17.34703926,15.78536831,0,0,34,15.88785047,15.78538577,840,80,0.018750923,0.020605958,71.30202065,74.53416149,67.79661017,1.462671175,39.33939535,47.2821741,0.83201325,45.41524196,54.58475804,115.1081907,28.48662122,11.18823534,21.83261166,1.951390099
9.75,12.75,842.6401869,17.30468394,15.67329951,0,0,33,15.42056075,15.67345772,845,80,0.018600416,0.020536267,71.23464802,74.53416149,67.79661017,1.458772939,35.99157228,47.34133547,0.760256801,43.19010731,56.80989269,110.2335759,26.90066819,11.10880405,21.80593142,1.962941404
10,13,843.9671362,17.44570688,15.71384938,0,0,33,15.49295775,15.71413256,845,80,0.018619365,0.020671074,71.123056,74.53416149,67.79661017,1.466840945,28.66486504,45.46415799,0.630493697,38.66888281,61.33111719,101.8779893,27.74896624,11.13766859,22.014943,1.976620405
10.25,13.25,844.3661972,17.20978175,16.11791487,0,0,35,16.43192488,16.11793212,845,80,0.019088794,0.020381893,71.0886051,74.53416149,67.79661017,1.445768248,34.59894989,44.90547641,0.770483973,43.51826873,56.48173127,109.5273699,30.02294363,11.42406229,21.49055552,1.881165821
10.5,13.5,844.5774648,17.0407353,16.27447359,0,0,37,17.37089202,16.27447359,845,80,0.019269368,0.02017664,71.07022307,74.53416149,67.79661017,1.430298231,63.79939536,46.740564,1.364968453,57.71613788,42.28386212,143.2062183,32.66625897,11.53502805,21.15931112,1.834352811
10.75,13.75,846.6431925,16.43668278,16.75232379,0,0,40,18.77934272,16.75292146,845,80,0.019787464,0.019413943,70.89470995,74.53416149,67.79661017,1.373971791,58.14841212,50.66881369,1.147617398,53.43677133,46.56322867,136.1043295,27.28710365,11.87371891,19.98359028,1.683010221
11,14,846.5492958,16.27284061,16.6043766,0,0,40,18.77934272,16.6044436,845,80,0.019614267,0.019222555,70.90202372,74.53416149,67.79661017,1.3591207,57.04456659,51.19205669,1.114324571,52.70357192,47.29642808,136.9904232,28.75379991,11.76885684,19.776367,1.680398298
11.25,14.25,845.1643192,17.41139954,17.05956728,0,0,44,20.657277,17.05982813,845,80,0.02018522,0.0206012,71.02211342,74.53416149,67.79661017,1.460199852,67.53446854,51.39897572,1.31392635,56.78341274,43.21658726,158.3934538,39.4600096,12.09148708,21.4501657,1.773989052
11.5,14.5,843.3568075,17.9063184,17.01403717,0,0,44,20.657277,17.01483814,845,80,0.020175136,0.021232198,71.17611527,74.53416149,67.79661017,1.504131267,69.49695997,53.72682555,1.293524403,56.39898147,43.60101853,157.6018573,34.37807178,12.05921623,22.26763979,1.846524631
11.75,14.75,843.1924883,17.98572652,16.99030151,0,0,42,19.71830986,16.99056342,845,80,0.020150278,0.021330511,71.19026314,74.53416149,67.79661017,1.510516474,73.35097904,56.50333722,1.298170739,56.48713201,43.51286799,170.7741227,40.91980642,12.04239285,22.40431858,1.860454052
12,15,842.6869159,17.96972197,16.81131439,0,0,40,18.69158879,16.81157661,840,80,0.019949968,0.021324316,71.23292748,74.53416149,67.79661017,1.509663307,73.13763229,54.67445683,1.337692892,57.22278134,42.77721866,160.3480562,32.53596706,11.91539773,22.44649444,1.883822509
12.25,15.25,840.7476636,16.56972377,16.90150626,0,0,42,19.62616822,16.9020931,840,80,0.020103646,0.01970832,71.39253271,74.53416149,67.79661017,1.398134829,75.26839903,54.32915744,1.385414436,58.07856342,41.92143658,158.5497571,28.95220064,11.97932325,20.13969478,1.681204719
12.5,15.5,839.3023256,15.3913662,16.78963899,0,0,41,19.06976744,16.78965525,840,80,0.0200043,0.018338286,71.51180728,74.53416149,67.79661017,1.304558782,73.70052855,52.11164657,1.414281325,58.57980635,41.42019365,157.5413069,31.72913177,11.89990365,18.22582234,1.531594109
12.75,15.75,837.627907,15.29923224,16.51591538,0,0,38,17.6744186,16.51606411,835,80,0.019717662,0.01826495,71.65452993,74.53416149,67.79661017,1.299829327,64.05705974,52.86120465,1.211797199,54.78789826,45.21210174,150.1420066,33.22374217,11.70589802,18.1962899,1.554454846
13,16,836.2268519,14.61917891,16.39599207,0,0,37,17.12962963,16.39625595,835,80,0.019607426,0.017482312,71.77264572,74.53416149,67.79661017,1.249093847,46.84010804,52.27241097,0.896077054,47.25952736,52.74047264,127.537555,28.42503597,11.62077373,17.09966087,1.471473523
13.25,16.25,836.3425926,14.41263143,16.09201502,0,0,36,16.66666667,16.09203183,835,80,0.019240957,0.017232928,71.76209256,74.53416149,67.79661017,1.230892153,46.84666713,49.67698015,0.943025663,48.53387584,51.46612416,134.9312442,38.40759689,11.40532788,16.89279094,1.481131548
13.5,16.5,835.1157407,15.41248459,16.08478751,0,0,35,16.2037037,16.08480433,835,85,0.019260569,0.018455507,71.87067651,75,67.79661017,1.322742464,42.80901365,49.06096811,0.87256765,46.59738996,53.40261004,124.508145,32.63816326,11.40020533,18.57753162,1.629578686
13.75,16.75,834.1203704,14.4162167,16.09120839,0,0,35,16.2037037,16.09203183,835,70,0.019292218,0.017283137,71.95348879,75,68.96551724,1.242785855,43.48118372,50.0482985,0.868784455,46.48928091,53.51071909,127.701842,34.17235975,11.40475617,16.89929421,1.48177602
14,17,833.8888889,14.576715,16.29607086,0,0,36,16.66666667,16.29666823,835,70,0.019542973,0.017480404,71.97393922,75,68.96551724,1.256446767,37.36672062,47.84556735,0.780986049,43.85132885,56.14867115,125.413846,40.20155802,11.54995387,17.07512243,1.478371482
14.25,17.25,834.9074074,14.1418311,15.81029369,0,0,33,15.27777778,15.8113883,835,65,0.018937894,0.016938203,71.88482941,75,69.36416185,1.217680573,33.67173212,49.28554814,0.683196868,40.58924306,59.41075694,126.4124612,43.45518097,11.20565592,16.56550781,1.478316657
14.5,17.5,836.2790698,14.22010815,15.66649329,0,0,32,14.88372093,15.6666501,835,65,0.018733758,0.017004023,71.76711748,75,69.36416185,1.222391513,31.22787884,51.50426956,0.606316313,37.7457608,62.2542392,130.0404777,47.3083293,11.10385762,16.76685115,1.510002355
14.75,17.75,836.6976744,14.09337168,15.56925268,0,0,32,14.88372093,15.56941046,835,65,0.018608167,0.016844043,71.73085077,75,69.36416185,1.211882976,24.83410997,51.90033156,0.478496172,32.36370719,67.63629281,119.7317871,42.99734553,11.0349369,16.59748229,1.50408493
15,18,836.2790698,13.94636854,15.72240688,0,0,34,15.81395349,15.72247632,835,65,0.018800514,0.016676692,71.76634435,75,69.36416185,1.19990741,27.46687132,49.44835806,0.555465791,35.71057584,64.28942416,115.0269906,38.11176126,11.14348719,16.27344721,1.460354997
15.25,18.25,837.5348837,15.11536453,15.58397203,0,0,33,15.34883721,15.5844099,840,75,0.018607476,0.018047445,71.66207683,75,68.57142857,1.292750392,30.8749947,47.74288641,0.646693089,39.27222951,60.72777049,115.7833836,37.16550249,11.04536946,18.30159291,1.656947101
15.5,18.5,836.9069767,15.10371303,15.46384819,0,0,33,15.34883721,15.46400705,835,75,0.01847757,0.018047063,71.71582641,75,68.57142857,1.292829954,37.67776324,49.42793571,0.76227669,43.25522175,56.74477825,129.1086617,42.00296276,10.96022992,18.3335118,1.672730584
15.75,18.75,836.6046512,14.97995473,15.49789445,0,0,34,15.81395349,15.4979649,835,75,0.018524837,0.017905656,71.74135828,75,68.57142857,1.28199545,32.37146041,47.97334649,0.674780118,40.29066925,59.70933075,131.9003046,51.55549771,10.9843607,18.11468761,1.649134447
16,19,836.8139535,14.89724276,15.48649526,0,0,34,15.81395349,15.48665389,840,75,0.018506687,0.017802336,71.72315925,75,68.57142857,1.274742871,28.86594093,47.94462654,0.602068324,37.58068959,62.41931041,126.9553435,50.14477604,10.97628136,17.9826842,1.638322088
16.25,19.25,836.3023256,15.16811536,15.6777616,0,0,35,16.27906977,15.67783124,835,75,0.018746607,0.01813712,71.76789209,75,68.57142857,1.299215072,28.79732117,48.48400246,0.593955113,37.26297612,62.73702388,114.4279149,37.14659127,11.1118442,18.34857939,1.651263198
16.5,19.5,837.1162791,14.28385354,15.68112137,0,0,35,16.27906977,15.68155652,835,70,0.018732829,0.017063165,71.69536267,74.53416149,68.57142857,1.218159384,42.3908021,47.67983432,0.889071925,47.06395312,52.93604688,119.5865799,29.51594348,11.11422548,16.86804482,1.517698633
16.75,19.75,837.1627907,14.30137931,15.54305637,0,0,35,16.27906977,15.54312662,835,70,0.018566433,0.017083152,71.69143226,74.53416149,68.57142857,1.219767978,41.55359819,46.65838314,0.890592331,47.10652404,52.89347596,116.068194,27.85621263,11.01636988,16.96167724,1.539679352
17,20,836.3255814,14.38736616,15.08008797,0,0,30,13.95348837,15.081554,835,70,0.018033113,0.017203068,71.76346399,74.53416149,68.57142857,1.22788787,33.87357735,46.59612959,0.72696118,42.09481883,57.90518117,112.2595956,31.78988864,10.68823422,17.31341271,1.619857159
17.25,20.25,835.6511628,14.26695371,15.18944982,0,0,29,13.48837209,15.18961155,835,70,0.018176977,0.017072858,71.82104404,74.53416149,68.57142857,1.218457334,34.90619085,48.63933499,0.717653538,41.78104153,58.21895847,119.4686326,35.92310678,10.76574604,17.06430921,1.585055894
17.5,20.5,835.0231481,14.08857103,15.25740916,0,0,31,14.35185185,15.25748006,835,70,0.018271925,0.016872072,71.87455632,74.53416149,68.57142857,1.203938281,34.38602231,48.90909916,0.703059817,41.28215639,58.71784361,120.7667988,37.4716773,10.81379515,16.73432108,1.54749751
17.75,20.75,834.7222222,13.94062715,15.21925569,0,0,31,14.35185185,15.21932676,835,70,0.018232804,0.016700918,71.90004776,74.53416149,68.57142857,1.191502115,42.19089389,46.74051914,0.902662073,47.44205951,52.55794049,122.8123733,33.88096032,10.78675361,16.50236701,1.529873362
18,21,834.7453704,14.12749181,15.57011046,0,0,32,14.81481481,15.57054464,835,70,0.018653047,0.016924313,71.89859499,74.53416149,68.57142857,1.207791004,33.12698442,45.48901678,0.728241381,42.13771232,57.86228768,101.165208,22.54920679,11.03542438,16.65507306,1.509237207
18.25,21.25,833.8425926,13.29637967,15.67041561,0,0,32,14.81481481,15.67103683,835,70,0.018793759,0.015945911,71.97418417,74.53416149,68.57142857,1.141550754,30.02466983,46.77508667,0.641894478,39.09474613,60.90525387,91.07077668,14.27102017,11.10651635,15.17342147,1.366172883
18.5,21.5,833.4953704,13.31828527,15.65612071,0,0,30,13.88888889,15.6561898,835,70,0.018783775,0.015978835,72.0042394,74.53416149,68.57142857,1.144184755,37.83139708,48.30023525,0.783254924,43.92276804,56.07723196,103.3101616,17.17852925,11.09638474,15.21918825,1.371544751
18.75,21.75,834.7209302,13.47951991,15.99136496,0,0,33,15.34883721,15.99138202,835,70,0.019157759,0.016148535,71.89894414,74.53416149,68.57142857,1.156782966,38.97433513,47.45867732,0.821226746,45.09195506,54.90804494,116.1407378,29.70772537,11.33411519,15.32751601,1.35233459
19,22,834.6744186,13.24238616,15.75930682,0,0,31,14.41860465,15.75958394,835,70,0.018881115,0.015865331,71.90228562,74.53416149,68.57142857,1.135466591,35.73326772,49.01678289,0.729000673,42.16312257,57.83687743,119.0062075,34.25615693,11.16964057,15.03198961,1.345789913
19.25,22.25,836.3255814,13.49925739,15.58439238,0,0,30,13.95348837,15.5844099,835,65,0.018634381,0.016141151,71.76096656,74.07407407,68.57142857,1.153483858,36.95008333,46.92057976,0.787502702,44.05602862,55.94397138,120.182354,36.31169093,11.04566739,15.57090659,1.409684544
19.5,22.5,837.4418605,13.35059648,15.35400534,0,0,28,13.02325581,15.35407645,835,65,0.018334498,0.015942117,71.664859,74.07407407,68.57142857,1.137841253,38.00849376,45.42508945,0.83672909,45.55538945,54.44461055,120.9752941,37.54171092,10.88237718,15.42889237,1.417786951
19.75,22.75,837.5116279,13.25411608,15.01929423,0,0,26,12.09302326,15.01945778,840,65,0.017933432,0.015825591,71.65863055,74.07407407,68.57142857,1.129750765,33.3717727,45.92849662,0.726602766,42.08279869,57.91720131,118.1264998,38.82623045,10.64514576,15.42802833,1.449301746
20,23,839,13.13303604,15.22785639,0,0,28,13.02325581,15.22801771,840,65,0.0181502,0.015653201,71.53113563,74.07407407,68.57142857,1.116235253,31.75559771,47.08852251,0.674380847,40.27643104,59.72356896,114.6651828,35.82106254,10.79296726,15.11506298,1.400454816
20.25,23.25,838.8604651,13.29848104,15.28160631,0,0,29,13.48837209,15.28162417,840,65,0.018217123,0.015853031,71.54348434,74.07407407,68.57142857,1.130826626,39.28414492,49.14615575,0.799333016,44.4238509,55.5761491,124.023089,35.59278835,10.83106331,15.37489068,1.419518126
20.5,23.5,839.8831776,15.37818701,15.96975806,0,0,32,14.95327103,15.97018937,840,90,0.019014775,0.018309912,71.4622398,74.53416149,67.03910615,1.299698329,47.4497521,47.88892416,0.99082936,49.76967791,50.23032209,136.3561781,41.0175018,11.31892572,18.57038482,1.640649057
20.75,23.75,844.6948357,23.04171405,17.13717287,1,0.469483568,39,18.30985915,17.1391365,840,135,0.020290329,0.027278152,71.08219178,74.53416149,63.82978723,1.862270176,50.65176937,47.38042107,1.069044306,51.66850719,48.33149281,154.1114084,56.07921797,12.1464924,30.23745848,2.489398378
21,24,845.6807512,22.88468746,17.28287661,1,0.469483568,40,18.77934272,17.28302144,840,135,0.020436815,0.02706067,70.99858744,74.53416149,63.82978723,1.847765754,147.4276931,53.37292816,2.762218567,73.41993874,26.58006126,279.0768011,78.27617981,12.24976435,29.95598627,2.445433676
21.25,24.25,846.6037736,23.15256601,17.21374381,1,0.471698113,39,18.39622642,17.21415157,840,135,0.020333185,0.027347582,70.92234564,74.53416149,63.82978723,1.869120197,171.8606131,57.34646939,2.996882196,74.98049853,25.01950147,370.6686767,141.4615942,12.2009014,30.38454591,2.490352549
21.5,24.5,848.2783019,22.59226267,17.43966358,1,0.471698113,42,19.81132075,17.43980847,845,135,0.020559065,0.026633079,70.77979177,74.53416149,63.82978723,1.819350948,170.2282513,56.63923448,3.00548291,75.03422128,24.96577872,367.1377732,140.2702875,12.36103071,29.46227393,2.383480361
21.75,24.75,849.504717,22.64741025,17.35085913,1,0.471698113,40,18.86792453,17.35126366,845,135,0.020425153,0.026659546,70.67786263,74.53416149,63.82978723,1.824494671,200.9377467,58.67680618,3.424483364,77.39849113,22.60150887,419.2915162,159.6769633,12.29808714,29.57308632,2.40468993
22,25,851.2735849,22.08944893,17.5509731,1,0.471698113,43,20.28301887,17.55154899,850,135,0.020617989,0.025948707,70.52856706,74.53416149,63.82978723,1.776530062,214.095403,57.10435225,3.749195895,78.94380392,21.05619608,420.1119208,148.9121655,12.4399256,28.65546647,2.303507865
