Start Time,End Time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,sd1,sd2,ratio_sd2_sd1,
0,3,628.1993006993007,58.24534305609318,14.955637254715588,5,1.7482517482517483,21,7.3426573426573425,14.95737616360441,640.0,302.5,0.023809921703118922,0.09271793679371414,96.37198717386137,137.14285714285714,81.08108108108108,9.355688132269465,286.35544982967184,33.16053505453399,8.635429113515432,89.62163502819695,10.378364971803064,660.1466075231317,340.63062263892584,10.593834526271412,81.68727346088829,7.710831546246438,
0.25,3.25,629.5804195804196,58.29207183281762,12.959265173561391,4,1.3986013986013985,13,4.545454545454546,12.962304861157852,647.5,277.5,0.020588799235205738,0.09258876232470198,96.16570076112342,137.14285714285714,83.91608391608392,9.39860613047213,167.63782192481926,32.77156177709903,5.115344305682911,83.64769095550821,16.352309044491783,341.9643076443858,141.55492394246755,9.179703177642507,81.92474795014702,8.924553045427183,
0.5,3.5,640.4092526690391,56.07865944315836,13.148292507491753,4,1.4234875444839858,12,4.270462633451957,13.159201558547622,665.0,277.5,0.020548112794597992,0.08756691008045066,94.47566794925758,137.14285714285714,83.91608391608392,9.039067241370322,196.1706945865991,39.596164701178786,4.954285246236464,83.20537296005305,16.794627039946935,388.23381077431424,152.46695148653632,9.31389362250409,78.75838669927252,8.456010975794022,
0.75,3.75,651.0326086956521,53.33943665252377,13.388201588016353,4,1.4492753623188406,12,4.3478260869565215,13.394175665615396,670.0,277.5,0.020573740065725293,0.08193051460108836,92.86186991617275,137.14285714285714,83.91608391608392,8.62142237928108,204.47865245415218,42.653114861729875,4.793991086395869,82.7407397579887,17.259260242011287,370.8000050643529,123.66823774847084,9.48414774060631,74.83476429074622,7.8905101794589,
1.0,4.0,662.2610294117648,46.47957229165004,12.89375076152761,4,1.4705882352941178,11,4.044117647058823,12.901998469926623,680.0,277.5,0.01948174193699193,0.07018316075903522,91.12611912149602,137.14285714285714,83.91608391608392,7.590382780277143,73.09643214915741,15.561982569266462,4.697115667865892,82.44725825665753,17.55274174334246,148.52648864276983,59.86807392434596,9.134126806348645,65.09430857083427,7.126494951393787,
1.25,4.25,676.0714285714286,27.716192587301528,10.198457920971393,0,0.0,6,2.255639097744361,10.20543695273389,685.0,145.0,0.015095205212707286,0.04099595311381103,88.90746624131025,104.34782608695652,83.33333333333333,3.904277141945903,53.41367507205057,15.57909411149766,3.4285481999001655,77.41923639845348,22.580763601546515,108.32325582012356,39.33048663657534,7.225043796520214,38.5249711902701,5.33214362089055,
1.5,4.5,683.212927756654,18.55053712578335,9.916339780920246,0,0.0,4,1.520912547528517,9.918561518457192,685.0,110.0,0.014517526111552112,0.027151911757136216,87.88684852785744,98.36065573770492,83.33333333333333,2.455914137444893,55.44889633758076,15.341642380039698,3.6142738152808698,78.32811748864256,21.671882511357428,112.06098429871344,41.270445581092964,7.025331041473134,25.27626513288399,3.5978753148668474,
1.75,4.75,689.6551724137931,16.712382042301794,9.867071380766236,0,0.0,3,1.1494252873563218,9.86933868877982,690.0,110.0,0.014310541098730738,0.0242329539613376,87.05023034522794,93.02325581395348,79.47019867549669,2.0786593669960745,54.22473914530614,14.976110123061826,3.620749226583547,78.35848796452926,21.641512035470754,93.21875565700206,24.017906388634096,6.99052936067797,22.577420718788986,3.2297154555687806,
2.0,5.0,691.5708812260536,16.065483628588773,10.213602572784634,0,0.0,5,1.9157088122605364,10.214055172991923,690.0,110.0,0.014769354017456465,0.023230422310590967,86.8051220918242,93.02325581395348,79.47019867549669,1.9909611160269052,61.409766445944065,19.344641542320428,3.1745104354400895,76.04509521618726,23.95490478381274,114.06720796912713,33.31279998086263,7.2360365004071285,21.536928848043388,2.9763433126452075,
2.25,5.25,691.0,19.751350083369747,10.161594437909327,0,0.0,5,1.9230769230769231,10.162767993113553,690.0,150.0,0.014707334288152754,0.028583719368118304,86.90429164397196,99.17355371900827,79.47019867549669,2.587392028420663,58.50431690899507,29.404507669554732,1.9896376965892928,66.55113088984518,33.448869110154824,130.37438421538636,42.46555963683655,7.1992439301861735,26.988933788968726,3.748856692548656,
2.5,5.5,691.0384615384615,20.00671850326248,10.233736221241944,0,0.0,5,1.9230769230769231,10.233754429813612,690.0,150.0,0.014809240005296037,0.02895167145794092,86.9014978905744,99.17355371900827,79.47019867549669,2.6250416534304684,63.19846079488028,36.402619867213176,1.7360964959503196,63.45158142338568,36.54841857661432,136.95390499621976,37.35282433412629,7.2503546391348195,27.349038888859454,3.772096711137291,
2.75,5.75,690.6321839080459,19.837870703741252,10.246950765959598,0,0.0,5,1.9157088122605364,10.246950765959598,690.0,150.0,0.014837059443097031,0.02872421987560105,86.95136916498132,99.17355371900827,79.47019867549669,2.6037437748955825,181.6492244066915,38.57824783358324,4.708591877741055,82.48254523327897,17.51745476672103,314.9692561513942,94.74178391111944,7.259662712736914,27.099437732432904,3.732878345007345,
3.0,6.0,690.095785440613,20.19830584708155,10.321675360546887,0,0.0,5,1.9157088122605364,10.321747019689134,690.0,150.0,0.014956977331920519,0.029268843939084944,87.02159448350044,99.17355371900827,79.47019867549669,2.6476760855758568,174.63378879038825,34.16317668925346,5.111754986336559,83.63808755037465,16.36191244962536,312.03805565235285,103.2410901727111,7.312602886398316,27.61284044082275,3.7760618031349074,
3.25,6.25,688.735632183908,20.72556565254703,10.214037069368695,0,0.0,5,1.9157088122605364,10.214055172991923,690.0,150.0,0.014830153538890143,0.030092193120353664,87.19740630246882,99.17355371900827,79.47019867549669,2.712104850383451,153.27885099952204,31.564314401523553,4.856080479040075,82.92373194700495,17.076268052995054,277.93667895704135,93.09351355599574,7.236344328435404,28.403053779415956,3.925055593029952,
3.5,6.5,689.4061302681993,21.029553398049767,10.081381133660713,0,0.0,5,1.9157088122605364,10.081399475500184,690.0,150.0,0.01462330987915385,0.030503867712735094,87.11486834149378,99.17355371900827,79.47019867549669,2.7475214825990033,151.18511757293726,30.770862421473147,4.913255777564238,83.08884246485418,16.911157535145815,274.58302757378914,92.62704757937874,7.142361506415639,28.86989616113167,4.042065937883322,
